name/season,injury_days_list,injury_days_vector
el-chadaille-bitshiabu_23/24,"[(3, 85)]","[0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
elias-bakatukanda_23/24,"[(11, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0]"
elias-baum_23/24,"[(11, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
elias-bordner_22/23,"[(7, 53), (7, 35)]","[0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0]"
elidon-qenaj_20/21,"[(10, 48)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0]"
elidon-qenaj_22/23,"[(3, 261)]","[0, 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
elidon-qenaj_23/24,"[(3, 275), (11, 47)]","[0, 0, 0, 275, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0]"
eljif-elmas_20/21,"[(1, 3), (11, 2)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
eljif-elmas_21/22,"[(13, 6), (8, 2)]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6]"
eljif-elmas_23/24,"[(13, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
ellyes-skhiri_21/22,"[(13, 14), (11, 35), (3, 38)]","[0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 35, 0, 14]"
ellyes-skhiri_22/23,"[(2, 3)]","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ellyes-skhiri_23/24,"[(8, 4), (5, 10), (5, 7), (13, 14)]","[0, 0, 0, 0, 0, 17, 0, 0, 4, 0, 0, 0, 0, 14]"
elvis-rexhbecaj_20/21,"[(8, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]"
elvis-rexhbecaj_22/23,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
elvis-rexhbecaj_23/24,"[(4, 90)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_19/20,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_20/21,"[(3, 28)]","[0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emil-forsberg_21/22,"[(13, 43)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43]"
emir-karic_19/20,"[(1, 24), (4, 12)]","[0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emir-karic_22/23,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
emmanuel-dennis_19/20,"[(4, 97)]","[0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_19/20,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_20/21,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_21/22,"[(1, 24), (1, 21), (1, 36), (8, 22)]","[0, 81, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0]"
emre-can_22/23,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emre-can_23/24,"[(1, 6), (1, 28)]","[0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
emrehan-gedikli_22/23,"[(11, 5), (8, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 5, 0, 0]"
enzo-millot_21/22,"[(3, 80)]","[0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
enzo-millot_22/23,"[(13, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
enzo-millot_23/24,"[(3, 6), (8, 5)]","[0, 0, 0, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
eren-dinkci_21/22,"[(1, 7), (1, 21)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
eren-dinkci_22/23,"[(4, 9), (11, 3), (1, 10), (11, 14), (1, 14), (1, 21)]","[0, 45, 0, 0, 9, 0, 0, 0, 0, 0, 0, 17, 0, 0]"
erhan-masovic_21/22,"[(1, 4)]","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erhan-masovic_22/23,"[(13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
eric-dier_19/20,"[(0, 13)]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-dier_20/21,"[(1, 12)]","[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-dier_21/22,"[(13, 11), (13, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28]"
eric-martel_22/23,"[(7, 3)]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
eric-martel_23/24,"[(4, 19)]","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_19/20,"[(1, 28), (5, 14)]","[0, 28, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_20/21,"[(5, 10)]","[0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_21/22,"[(11, 25), (1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0]"
eric-maxim-choupo-moting_22/23,"[(3, 35), (3, 9), (5, 20), (0, 25)]","[25, 0, 0, 44, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0]"
eric-maxim-choupo-moting_23/24,"[(11, 5), (11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0]"
eric-oelschlagel_19/20,"[(0, 9)]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erik-durm_20/21,"[(0, 21), (1, 4), (10, 7), (9, 7)]","[21, 4, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0]"
erik-durm_21/22,"[(11, 8), (2, 14)]","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
erik-durm_22/23,"[(1, 5)]","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erik-durm_23/24,"[(0, 62)]","[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erik-thommy_20/21,"[(0, 15), (11, 9), (7, 134)]","[15, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 9, 0, 0]"
erik-thommy_21/22,"[(0, 90)]","[90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erkan-eyibil_20/21,"[(13, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
erling-haaland_19/20,"[(3, 11)]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_20/21,"[(1, 4), (1, 4), (1, 28), (3, 4)]","[0, 36, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_21/22,"[(11, 0), (1, 42), (0, 35), (1, 18)]","[35, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_22/23,"[(0, 13), (4, 9)]","[13, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
erling-haaland_23/24,"[(1, 8), (6, 53), (4, 7), (4, 1)]","[0, 8, 0, 0, 8, 0, 53, 0, 0, 0, 0, 0, 0, 0]"
ermedin-demirovic_22/23,"[(10, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0]"
ermin-bicakcic_20/21,"[(3, 276)]","[0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ermin-bicakcic_21/22,"[(11, 276)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0, 0]"
ermin-bicakcic_22/23,"[(11, 87)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0]"
ethan-ampadu_19/20,"[(5, 123), (2, 9)]","[0, 0, 9, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0]"
ethan-ampadu_20/21,"[(0, 19), (1, 20)]","[19, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
evan-ndicka_20/21,"[(1, 3), (10, 36)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0]"
evan-ndicka_21/22,"[(10, 15)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0]"
evan-ndicka_22/23,"[(1, 18)]","[0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
evan-ndicka_23/24,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
exequiel-palacios_19/20,"[(1, 39)]","[0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
exequiel-palacios_20/21,"[(13, 18), (5, 70), (11, 3)]","[0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 3, 0, 18]"
exequiel-palacios_21/22,"[(5, 38), (4, 18)]","[0, 0, 0, 0, 18, 38, 0, 0, 0, 0, 0, 0, 0, 0]"
exequiel-palacios_22/23,"[(1, 23), (13, 49)]","[0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49]"
exequiel-palacios_23/24,"[(1, 3), (1, 37), (11, 2), (3, 2)]","[0, 40, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
fabian-bredlow_21/22,"[(13, 28)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28]"
fabian-bredlow_22/23,"[(10, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0]"
fabian-bredlow_23/24,"[(11, 7), (0, 16), (0, 10)]","[26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
fabian-holland_20/21,"[(2, 15)]","[0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-holland_23/24,"[(3, 33)]","[0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-johnson_19/20,"[(1, 50), (13, 51), (5, 6)]","[0, 50, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 51]"
fabian-klos_21/22,"[(2, 84)]","[0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-klos_22/23,"[(4, 3), (13, 43), (1, 7)]","[0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 43]"
fabian-kunze_21/22,"[(11, 1), (9, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0]"
fabian-nurnberger_19/20,"[(1, 14)]","[0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-nurnberger_22/23,"[(1, 18), (7, 37)]","[0, 18, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0]"
fabian-nurnberger_23/24,"[(9, 6), (4, 48), (4, 42)]","[0, 0, 0, 0, 90, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
fabian-reese_19/20,"[(1, 8)]","[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-ruth_21/22,"[(2, 3)]","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-ruth_22/23,"[(3, 210), (9, 127)]","[0, 0, 0, 210, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0]"
fabian-ruth_23/24,"[(1, 6), (11, 63)]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0]"
fabian-schnellhardt_19/20,"[(1, 36)]","[0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-schnellhardt_20/21,"[(0, 6)]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-schnellhardt_21/22,"[(1, 32), (1, 77)]","[0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabian-schnellhardt_22/23,"[(3, 66)]","[0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabio-chiarodia_23/24,"[(1, 2)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabio-schneider_21/22,"[(3, 97)]","[0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabio-schneider_22/23,"[(4, 21)]","[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabio-torsiello_23/24,"[(13, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79]"
fabrice-hartmann_19/20,"[(3, 297), (4, 1)]","[0, 0, 0, 297, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fabrice-hartmann_22/23,"[(13, 41), (13, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49]"
falko-michel_22/23,"[(10, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0]"
famana-quizera_19/20,"[(9, 111)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0]"
famana-quizera_20/21,"[(9, 81)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0]"
faride-alidou_21/22,"[(4, 3)]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
faride-alidou_23/24,"[(11, 6)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
felix-agu_19/20,"[(13, 11)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]"
felix-agu_21/22,"[(3, 31), (8, 14), (1, 28)]","[0, 28, 0, 31, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0]"
felix-agu_22/23,"[(11, 20), (3, 161)]","[0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0]"
felix-gotze_20/21,"[(13, 37)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37]"
felix-gotze_21/22,"[(4, 4), (13, 17), (5, 11), (11, 4), (2, 7), (2, 37)]","[0, 0, 44, 0, 4, 11, 0, 0, 0, 0, 0, 4, 0, 17]"
felix-gotze_22/23,"[(3, 20), (1, 24)]","[0, 24, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-gotze_23/24,"[(4, 3), (2, 8), (5, 11)]","[0, 0, 8, 0, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-irorere_19/20,"[(3, 381), (3, 105)]","[0, 0, 0, 486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-irorere_20/21,"[(11, 50), (11, 42)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0]"
felix-irorere_21/22,"[(1, 46)]","[0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-irorere_23/24,"[(4, 217)]","[0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-klaus_19/20,"[(13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
felix-klaus_20/21,"[(13, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
felix-klaus_21/22,"[(1, 28), (2, 7)]","[0, 28, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-klaus_22/23,"[(4, 6)]","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-klaus_23/24,"[(3, 7)]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-kroos_19/20,"[(1, 6), (11, 6), (5, 4)]","[0, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 0, 0]"
felix-nmecha_21/22,"[(11, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
felix-nmecha_22/23,"[(13, 9)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
felix-nmecha_23/24,"[(11, 7), (0, 106), (1, 2), (4, 9)]","[106, 2, 0, 0, 9, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
felix-passlack_20/21,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-passlack_21/22,"[(1, 28)]","[0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-uduokhai_20/21,"[(4, 66)]","[0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
felix-uduokhai_21/22,"[(13, 18), (1, 98)]","[0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18]"
felix-uduokhai_22/23,"[(13, 40), (10, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 40]"
fiete-arp_19/20,"[(1, 14), (7, 38), (7, 36), (11, 12)]","[0, 14, 0, 0, 0, 0, 0, 74, 0, 0, 0, 12, 0, 0]"
fiete-arp_20/21,"[(1, 20)]","[0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fiete-arp_23/24,"[(1, 98)]","[0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-kostic_19/20,"[(3, 3), (11, 4)]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
filip-kostic_20/21,"[(10, 38)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0]"
filip-kostic_21/22,"[(4, 4)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-kostic_22/23,"[(4, 4)]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-kostic_23/24,"[(1, 6)]","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-uremovic_19/20,"[(1, 7)]","[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-uremovic_20/21,"[(0, 32), (1, 14)]","[32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-uremovic_21/22,"[(1, 3)]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-uremovic_22/23,"[(4, 21)]","[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
filip-uremovic_23/24,"[(3, 22)]","[0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fin-bartels_19/20,"[(13, 25), (1, 11), (3, 129)]","[0, 11, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25]"
fin-bartels_20/21,"[(1, 10)]","[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fin-bartels_21/22,"[(9, 50)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0]"
fin-bartels_22/23,"[(13, 69)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69]"
finn-dahmen_23/24,"[(10, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0]"
finn-ole-becker_19/20,"[(1, 35), (1, 10)]","[0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
finn-ole-becker_20/21,"[(13, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]"
finn-ole-becker_21/22,"[(13, 27)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27]"
finn-ole-becker_23/24,"[(3, 11)]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fisnik-asllani_20/21,"[(1, 11), (4, 14), (11, 28), (0, 77)]","[77, 11, 0, 0, 14, 0, 0, 0, 0, 0, 0, 28, 0, 0]"
fisnik-asllani_21/22,"[(3, 53), (11, 18), (3, 63)]","[0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0]"
fisnik-asllani_22/23,"[(4, 11)]","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
fisnik-asllani_23/24,"[(1, 91), (10, 33)]","[0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0]"
florent-mollet_19/20,"[(13, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16]"
florent-mollet_20/21,"[(4, 9)]","[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florent-muslija_20/21,"[(2, 5)]","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florent-muslija_23/24,"[(3, 4)]","[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-baak_20/21,"[(11, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0]"
florian-baak_23/24,"[(3, 210)]","[0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-dietz_20/21,"[(3, 241)]","[0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-dietz_21/22,"[(9, 171)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0]"
florian-dietz_22/23,"[(11, 72), (3, 169), (1, 4)]","[0, 4, 0, 169, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0]"
florian-dietz_23/24,"[(11, 47), (9, 4), (11, 93)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 140, 0, 0]"
florian-dimmer_23/24,"[(3, 66)]","[0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-flick_22/23,"[(4, 36)]","[0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-flick_23/24,"[(11, 30), (4, 52)]","[0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 30, 0, 0]"
florian-grillitsch_19/20,"[(13, 7), (10, 17), (8, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 17, 0, 0, 7]"
florian-grillitsch_20/21,"[(5, 38), (11, 0)]","[0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-grillitsch_21/22,"[(1, 54), (13, 9)]","[0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
florian-grillitsch_22/23,"[(1, 35), (1, 2)]","[0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-grillitsch_23/24,"[(13, 23), (13, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27]"
florian-hubner_19/20,"[(4, 11), (6, 92)]","[0, 0, 0, 0, 11, 0, 92, 0, 0, 0, 0, 0, 0, 0]"
florian-hubner_20/21,"[(1, 21), (11, 6), (13, 13), (13, 3)]","[0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 16]"
florian-hubner_21/22,"[(9, 187)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0]"
florian-hubner_22/23,"[(13, 76), (5, 86)]","[0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 76]"
florian-hubner_23/24,"[(2, 29)]","[0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kainz_19/20,"[(4, 24)]","[0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kainz_20/21,"[(3, 203)]","[0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kainz_22/23,"[(11, 4)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
florian-kastenmeier_21/22,"[(2, 23)]","[0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kath_19/20,"[(8, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0]"
florian-kath_20/21,"[(0, 43), (11, 51), (0, 33), (1, 16)]","[76, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0]"
florian-kath_21/22,"[(4, 108), (5, 27), (3, 4), (4, 10)]","[0, 0, 0, 4, 118, 27, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kath_22/23,"[(4, 195)]","[0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-kruger_21/22,"[(11, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0]"
florian-kruger_23/24,"[(11, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]"
florian-muller_21/22,"[(11, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]"
florian-neuhaus_22/23,"[(3, 91)]","[0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-neuhaus_23/24,"[(1, 3), (4, 5), (1, 6), (1, 12)]","[0, 21, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_20/21,"[(5, 12), (5, 7)]","[0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_21/22,"[(4, 26), (4, 17), (0, 23)]","[23, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-niederlechner_22/23,"[(1, 15)]","[0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-schock_20/21,"[(13, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35]"
florian-schock_22/23,"[(10, 14), (6, 70)]","[0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 14, 0, 0, 0]"
florian-wirtz_19/20,"[(1, 25)]","[0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
florian-wirtz_20/21,"[(13, 7), (3, 14), (11, 0), (5, 4)]","[0, 0, 0, 14, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7]"
florian-wirtz_21/22,"[(3, 265), (0, 14), (13, 14)]","[14, 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14]"
